Date,Product_ID,Product_Name,Category,Warehouse,Units_Sold,Inventory_Left,Price,Demand_Forecast
2024-04-16,P015,Product_15,Groceries,W1,45,55,35.3,37
2024-04-16,P016,Product_16,Electronics,W1,26,67,457.12,30
2024-04-16,P017,Product_17,Electronics,W2,21,79,287.59,29
2024-04-16,P018,Product_18,Stationery,W1,32,61,45.49,24
2024-04-16,P019,Product_19,Clothing,W3,31,69,213.28,26
2024-04-16,P020,Product_20,Electronics,W1,26,72,233.53,35
2024-04-16,P021,Product_21,Electronics,W1,15,89,887.51,16
2024-04-16,P022,Product_22,Stationery,W2,40,52,65.93,38
2024-04-16,P023,Product_23,Groceries,W2,24,79,42.24,31
2024-04-16,P024,Product_24,Electronics,W2,21,78,751.97,22
2024-04-16,P025,Product_25,Stationery,W1,38,68,90.16,36
2024-04-16,P026,Product_26,Stationery,W2,20,85,108.61,16
2024-04-16,P027,Product_27,Clothing,W3,20,83,212.58,27
2024-04-16,P028,Product_28,Stationery,W2,39,55,10.37,39
2024-04-16,P029,Product_29,Electronics,W1,37,62,369.3,37
2024-04-16,P030,Product_30,Clothing,W2,19,77,273.33,12
2024-04-16,P031,Product_31,Stationery,W1,14,92,11.52,11
2024-04-16,P032,Product_32,Stationery,W2,32,76,71.51,23
2024-04-16,P033,Product_33,Electronics,W2,0,95,740.64,10
2024-04-16,P034,Product_34,Stationery,W3,31,75,88.37,27
2024-04-16,P035,Product_35,Electronics,W2,21,77,348.67,21
2024-04-16,P036,Product_36,Clothing,W3,26,83,253.75,34
2024-04-16,P037,Product_37,Clothing,W3,15,87,64.62,17
2024-04-16,P038,Product_38,Groceries,W3,35,70,65.53,34
2024-04-16,P039,Product_39,Electronics,W3,16,91,926.85,12
2024-04-16,P040,Product_40,Stationery,W2,38,53,149.13,26
2024-04-16,P041,Product_41,Electronics,W1,26,78,874.42,19
2024-04-16,P042,Product_42,Stationery,W2,14,77,110.64,18
2024-04-16,P043,Product_43,Groceries,W3,34,73,27.44,35
2024-04-16,P044,Product_44,Stationery,W1,12,92,14.16,12
2024-04-16,P045,Product_45,Stationery,W3,33,65,61.41,33
2024-04-16,P046,Product_46,Clothing,W3,21,81,230.15,18
2024-04-16,P047,Product_47,Clothing,W1,23,81,258.09,27
2024-04-16,P048,Product_48,Clothing,W3,26,69,135.61,14
2024-04-16,P049,Product_49,Stationery,W3,15,93,143.54,20
2024-04-16,P050,Product_50,Stationery,W1,17,76,49.85,20
2024-04-17,P001,Product_1,Groceries,W2,23,75,15.96,34
2024-04-17,P002,Product_2,Groceries,W2,24,75,30.55,12
2024-04-17,P003,Product_3,Stationery,W1,23,82,62.77,18
2024-04-17,P004,Product_4,Electronics,W3,34,67,979.1,33
2024-04-17,P005,Product_5,Groceries,W3,34,74,91.08,27
2024-04-17,P006,Product_6,Clothing,W1,22,78,47.1,20
2024-04-17,P007,Product_7,Stationery,W2,11,94,79.15,22
2024-04-17,P008,Product_8,Groceries,W3,22,78,20.47,17
2024-04-17,P009,Product_9,Stationery,W2,10,91,129.56,29
2024-04-17,P010,Product_10,Electronics,W2,16,89,706.52,32
2024-04-17,P011,Product_11,Groceries,W3,33,62,54.76,34
2024-04-17,P012,Product_12,Groceries,W3,11,86,68.69,16
2024-04-17,P013,Product_13,Clothing,W2,26,81,254.35,21
2024-04-17,P014,Product_14,Stationery,W1,37,71,48.18,36
2024-04-17,P015,Product_15,Groceries,W3,17,75,32.98,13
2024-04-17,P016,Product_16,Electronics,W3,24,80,603.58,33
2024-04-17,P017,Product_17,Groceries,W2,28,69,83.31,35
2024-04-17,P018,Product_18,Groceries,W1,33,69,76.82,29
2024-04-17,P019,Product_19,Groceries,W2,31,69,94.75,24
2024-04-17,P020,Product_20,Stationery,W2,9,90,63.28,12
2024-04-17,P021,Product_21,Groceries,W2,16,93,8.4,17
2024-04-17,P022,Product_22,Groceries,W3,27,71,66.73,25
2024-04-17,P023,Product_23,Electronics,W3,39,55,874.32,36
2024-04-17,P024,Product_24,Electronics,W2,17,73,582.36,10
2024-04-17,P025,Product_25,Groceries,W3,29,77,16.8,18
2024-04-17,P026,Product_26,Stationery,W3,25,76,108.28,31
2024-04-17,P027,Product_27,Clothing,W1,34,73,53.86,34
2024-04-17,P028,Product_28,Clothing,W1,23,69,182.8,24
2024-04-17,P029,Product_29,Clothing,W3,23,85,117.05,23
2024-04-17,P030,Product_30,Clothing,W3,45,53,41.86,37
2024-04-17,P031,Product_31,Clothing,W3,38,58,83.79,30
2024-04-17,P032,Product_32,Stationery,W3,47,46,114.41,35
2024-04-17,P033,Product_33,Groceries,W1,27,74,30.59,28
2024-04-17,P034,Product_34,Stationery,W1,26,76,24.14,16
2024-04-17,P035,Product_35,Clothing,W2,34,65,66.06,36
2024-04-17,P036,Product_36,Stationery,W3,33,62,55.77,26
2024-04-17,P037,Product_37,Groceries,W3,19,82,88.19,28
2024-04-17,P038,Product_38,Electronics,W1,22,77,789.49,22
2024-04-17,P039,Product_39,Stationery,W3,35,69,36.31,36
2024-04-17,P040,Product_40,Clothing,W2,18,87,166.01,13
2024-04-17,P041,Product_41,Stationery,W2,20,84,46.77,14
2024-04-17,P042,Product_42,Clothing,W3,30,72,247.19,38
2024-04-17,P043,Product_43,Electronics,W1,20,70,462.77,20
2024-04-17,P044,Product_44,Stationery,W3,34,68,91.78,38
2024-04-17,P045,Product_45,Stationery,W2,8,89,106.21,16
2024-04-17,P046,Product_46,Clothing,W3,19,76,56.62,17
2024-04-17,P047,Product_47,Groceries,W1,29,74,92.37,22
2024-04-17,P048,Product_48,Stationery,W3,46,58,69.31,39
2024-04-17,P049,Product_49,Clothing,W1,27,74,225.93,30
2024-04-17,P050,Product_50,Groceries,W1,35,68,10.06,28
2024-04-18,P001,Product_1,Groceries,W3,9,87,55.57,14
2024-04-18,P002,Product_2,Groceries,W1,44,50,50.17,35
2024-04-18,P003,Product_3,Stationery,W3,24,78,61.08,31
2024-04-18,P004,Product_4,Clothing,W3,26,74,94.51,25
2024-04-18,P005,Product_5,Electronics,W2,17,82,774.08,14
2024-04-18,P006,Product_6,Stationery,W1,53,41,14.9,38
2024-04-18,P007,Product_7,Electronics,W2,17,74,994.48,11
2024-04-18,P008,Product_8,Electronics,W3,45,48,412.01,38
2024-04-18,P009,Product_9,Electronics,W3,11,97,895.11,23
2024-04-18,P010,Product_10,Stationery,W1,7,96,50.56,13
2024-04-18,P011,Product_11,Clothing,W3,14,85,112.0,20
2024-04-18,P012,Product_12,Clothing,W1,35,70,30.74,26
2024-04-18,P013,Product_13,Groceries,W3,33,70,47.7,36
2024-04-18,P014,Product_14,Stationery,W2,41,58,141.54,35
2024-04-18,P015,Product_15,Stationery,W2,9,91,98.42,13
2024-04-18,P016,Product_16,Electronics,W2,24,84,434.44,26
2024-04-18,P017,Product_17,Groceries,W3,8,94,22.09,13
2024-04-18,P018,Product_18,Stationery,W2,27,75,60.21,33
2024-04-18,P019,Product_19,Groceries,W1,30,75,35.6,20
2024-04-18,P020,Product_20,Stationery,W2,26,67,98.4,22
2024-04-18,P021,Product_21,Electronics,W3,41,54,594.76,34
2024-04-18,P022,Product_22,Clothing,W3,22,84,105.12,17
2024-04-18,P023,Product_23,Groceries,W2,30,78,84.76,25
2024-04-18,P024,Product_24,Clothing,W3,31,77,245.02,28
2024-04-18,P025,Product_25,Stationery,W3,25,81,115.18,19
2024-04-18,P026,Product_26,Electronics,W2,44,54,749.95,38
2024-04-18,P027,Product_27,Groceries,W2,37,66,83.96,32
2024-04-18,P028,Product_28,Groceries,W1,34,59,74.26,29
2024-04-18,P029,Product_29,Groceries,W1,18,78,63.56,18
2024-04-18,P030,Product_30,Electronics,W3,7,97,234.75,15
2024-04-18,P031,Product_31,Clothing,W1,14,77,118.28,16
2024-04-18,P032,Product_32,Stationery,W1,36,70,110.76,33
2024-04-18,P033,Product_33,Clothing,W2,26,65,225.36,25
2024-04-18,P034,Product_34,Electronics,W2,18,77,699.32,19
2024-04-18,P035,Product_35,Stationery,W1,11,96,98.27,15
2024-04-18,P036,Product_36,Groceries,W1,15,88,48.36,17
2024-04-18,P037,Product_37,Groceries,W1,39,56,56.33,37
2024-04-18,P038,Product_38,Stationery,W3,22,87,110.8,16
2024-04-18,P039,Product_39,Clothing,W2,11,97,272.86,12
2024-04-18,P040,Product_40,Clothing,W3,28,71,143.99,27
2024-04-18,P041,Product_41,Stationery,W2,17,76,83.39,23
2024-04-18,P042,Product_42,Stationery,W3,41,67,117.84,33
2024-04-18,P043,Product_43,Electronics,W1,23,72,358.21,17
2024-04-18,P044,Product_44,Groceries,W3,23,69,32.94,29
2024-04-18,P045,Product_45,Clothing,W1,26,68,263.65,34
2024-04-18,P046,Product_46,Electronics,W2,35,72,775.59,29
2024-04-18,P047,Product_47,Clothing,W3,19,82,208.97,18
2024-04-18,P048,Product_48,Groceries,W2,20,85,59.49,11
2024-04-18,P049,Product_49,Clothing,W3,52,44,245.95,37
2024-04-18,P050,Product_50,Clothing,W3,26,76,297.62,34
2024-04-19,P001,Product_1,Clothing,W1,28,67,78.59,37
2024-04-19,P002,Product_2,Stationery,W1,8,94,132.72,11
2024-04-19,P003,Product_3,Clothing,W2,26,80,142.85,33
2024-04-19,P004,Product_4,Electronics,W3,32,71,285.83,39
2024-04-19,P005,Product_5,Electronics,W3,25,70,340.81,23
2024-04-19,P006,Product_6,Stationery,W1,17,82,109.73,24
2024-04-19,P007,Product_7,Electronics,W1,14,79,371.41,19
2024-04-19,P008,Product_8,Electronics,W3,18,91,478.98,20
2024-04-19,P009,Product_9,Stationery,W3,19,87,92.23,27
2024-04-19,P010,Product_10,Stationery,W3,11,81,86.21,15
2024-04-19,P011,Product_11,Groceries,W3,38,68,71.05,36
2024-04-19,P012,Product_12,Groceries,W3,22,75,40.91,23
2024-04-19,P013,Product_13,Groceries,W1,28,71,35.53,24
2024-04-19,P014,Product_14,Electronics,W2,28,74,619.79,33
2024-04-19,P015,Product_15,Clothing,W1,16,76,231.77,26
2024-04-19,P016,Product_16,Electronics,W2,20,85,857.46,19
2024-04-19,P017,Product_17,Clothing,W3,16,85,237.93,26
2024-04-19,P018,Product_18,Stationery,W1,0,101,74.78,11
2024-04-19,P019,Product_19,Electronics,W1,6,95,336.79,14
2024-04-19,P020,Product_20,Clothing,W2,36,57,86.88,31
2024-04-19,P021,Product_21,Clothing,W1,7,95,228.72,18
2024-04-19,P022,Product_22,Stationery,W2,40,63,18.76,37
2024-04-19,P023,Product_23,Stationery,W1,18,81,103.63,14
2024-04-19,P024,Product_24,Stationery,W2,29,61,10.55,23
2024-04-19,P025,Product_25,Clothing,W1,13,93,246.1,24
2024-04-19,P026,Product_26,Stationery,W2,29,67,124.14,16
2024-04-19,P027,Product_27,Groceries,W2,19,82,46.92,32
2024-04-19,P028,Product_28,Electronics,W1,44,50,533.74,35
2024-04-19,P029,Product_29,Clothing,W1,37,53,127.46,33
2024-04-19,P030,Product_30,Clothing,W2,23,74,124.17,23
2024-04-19,P031,Product_31,Stationery,W2,21,88,43.21,22
2024-04-19,P032,Product_32,Clothing,W2,50,41,85.81,38
2024-04-19,P033,Product_33,Electronics,W3,11,98,934.0,16
2024-04-19,P034,Product_34,Groceries,W2,21,79,96.63,17
2024-04-19,P035,Product_35,Stationery,W3,14,85,147.28,23
2024-04-19,P036,Product_36,Stationery,W3,13,92,59.36,10
2024-04-19,P037,Product_37,Stationery,W3,19,90,135.78,13
2024-04-19,P038,Product_38,Groceries,W3,41,64,19.29,27
2024-04-19,P039,Product_39,Groceries,W2,20,84,73.21,23
2024-04-19,P040,Product_40,Electronics,W3,32,67,811.52,33
2024-04-19,P041,Product_41,Groceries,W3,44,63,73.73,34
2024-04-19,P042,Product_42,Stationery,W3,20,87,101.48,14
2024-04-19,P043,Product_43,Clothing,W1,43,52,293.47,37
2024-04-19,P044,Product_44,Stationery,W2,38,70,35.57,39
2024-04-19,P045,Product_45,Groceries,W1,30,77,11.99,33
2024-04-19,P046,Product_46,Stationery,W3,25,74,127.7,31
2024-04-19,P047,Product_47,Electronics,W3,28,79,482.31,15
2024-04-19,P048,Product_48,Clothing,W3,31,65,80.64,30
2024-04-19,P049,Product_49,Stationery,W2,31,78,83.39,24
2024-04-19,P050,Product_50,Electronics,W3,15,87,939.24,10
2024-04-20,P001,Product_1,Clothing,W2,47,61,274.91,39
2024-04-20,P002,Product_2,Electronics,W1,51,41,686.94,42
2024-04-20,P003,Product_3,Clothing,W2,48,54,88.01,44
2024-04-20,P004,Product_4,Stationery,W1,45,45,20.57,53
2024-04-20,P005,Product_5,Electronics,W2,43,48,411.23,49
2024-04-20,P006,Product_6,Electronics,W1,30,67,528.63,28
2024-04-20,P007,Product_7,Stationery,W2,35,63,149.22,25
2024-04-20,P008,Product_8,Clothing,W3,53,50,275.75,44
2024-04-20,P009,Product_9,Groceries,W2,29,77,7.46,25
2024-04-20,P010,Product_10,Electronics,W2,33,61,714.63,34
2024-04-20,P011,Product_11,Stationery,W3,34,58,54.45,51
2024-04-20,P012,Product_12,Electronics,W2,42,59,391.49,54
2024-04-20,P013,Product_13,Groceries,W3,45,57,83.92,37
2024-04-20,P014,Product_14,Clothing,W1,40,68,242.87,48
2024-04-20,P015,Product_15,Clothing,W2,28,81,295.1,28
2024-04-20,P016,Product_16,Clothing,W1,45,56,167.56,39
2024-04-20,P017,Product_17,Clothing,W1,53,45,146.51,48
2024-04-20,P018,Product_18,Clothing,W1,52,40,239.41,55
2024-04-20,P019,Product_19,Clothing,W2,48,53,30.24,48
2024-04-20,P020,Product_20,Stationery,W1,66,39,149.34,58
2024-04-20,P021,Product_21,Electronics,W2,22,71,719.49,32
2024-04-20,P022,Product_22,Groceries,W3,32,63,56.94,30
2024-04-20,P023,Product_23,Clothing,W1,23,68,297.51,21
2024-04-20,P024,Product_24,Electronics,W1,17,89,583.28,23
2024-04-20,P025,Product_25,Stationery,W3,63,31,122.2,58
2024-04-20,P026,Product_26,Electronics,W2,33,68,672.31,34
2024-04-20,P027,Product_27,Electronics,W1,41,68,259.53,36
2024-04-20,P028,Product_28,Stationery,W3,49,60,100.55,43
2024-04-20,P029,Product_29,Groceries,W1,42,56,61.06,43
2024-04-20,P030,Product_30,Clothing,W2,31,76,285.23,34
2024-04-20,P031,Product_31,Stationery,W3,64,40,79.5,55
2024-04-20,P032,Product_32,Groceries,W2,28,75,45.03,22
2024-04-20,P033,Product_33,Groceries,W2,22,72,69.01,31
2024-04-20,P034,Product_34,Clothing,W2,45,50,296.74,41
2024-04-20,P035,Product_35,Clothing,W1,35,67,34.56,37
2024-04-20,P036,Product_36,Stationery,W1,27,70,12.97,44
2024-04-20,P037,Product_37,Stationery,W3,44,59,80.3,45
2024-04-20,P038,Product_38,Stationery,W1,47,45,10.67,51
2024-04-20,P039,Product_39,Electronics,W1,17,91,913.46,25
2024-04-20,P040,Product_40,Electronics,W3,49,47,819.81,45
2024-04-20,P041,Product_41,Clothing,W2,12,90,234.49,26
2024-04-20,P042,Product_42,Stationery,W1,16,81,77.15,22
2024-04-20,P043,Product_43,Electronics,W2,28,74,931.84,30
2024-04-20,P044,Product_44,Clothing,W3,49,43,111.74,43
2024-04-20,P045,Product_45,Electronics,W3,27,70,632.54,27
2024-04-20,P046,Product_46,Groceries,W3,51,57,9.77,48
2024-04-20,P047,Product_47,Electronics,W3,17,83,767.66,23
2024-04-20,P048,Product_48,Stationery,W1,42,65,58.11,43
2024-04-20,P049,Product_49,Groceries,W1,59,42,75.65,48
2024-04-20,P050,Product_50,Electronics,W1,50,42,877.92,49
2024-04-21,P001,Product_1,Stationery,W2,59,31,106.11,53
2024-04-21,P002,Product_2,Clothing,W2,12,90,284.02,20
2024-04-21,P003,Product_3,Stationery,W1,30,78,37.74,28
2024-04-21,P004,Product_4,Stationery,W1,59,35,89.28,52
2024-04-21,P005,Product_5,Stationery,W2,41,56,48.51,49
2024-04-21,P006,Product_6,Groceries,W3,68,38,87.98,55
2024-04-21,P007,Product_7,Groceries,W3,39,57,11.52,29
2024-04-21,P008,Product_8,Electronics,W1,24,79,551.53,27
2024-04-21,P009,Product_9,Stationery,W2,59,36,22.48,46
2024-04-21,P010,Product_10,Groceries,W1,59,32,92.51,59
2024-04-21,P011,Product_11,Groceries,W3,59,39,85.07,51
2024-04-21,P012,Product_12,Stationery,W1,24,72,29.66,22
2024-04-21,P013,Product_13,Groceries,W1,43,57,66.0,45
2024-04-21,P014,Product_14,Groceries,W2,41,58,33.87,33
2024-04-21,P015,Product_15,Stationery,W3,40,57,131.99,34
2024-04-21,P016,Product_16,Groceries,W3,39,52,88.85,43
2024-04-21,P017,Product_17,Stationery,W1,62,42,51.13,58
2024-04-21,P018,Product_18,Electronics,W1,50,43,400.13,55
2024-04-21,P019,Product_19,Clothing,W3,58,35,108.01,52
2024-04-21,P020,Product_20,Groceries,W1,52,54,55.65,49
2024-04-21,P021,Product_21,Stationery,W1,35,63,100.28,45
2024-04-21,P022,Product_22,Electronics,W3,31,61,476.73,35
2024-04-21,P023,Product_23,Stationery,W1,31,76,140.09,30
2024-04-21,P024,Product_24,Clothing,W2,47,48,32.86,45
2024-04-21,P025,Product_25,Stationery,W3,46,47,82.78,38
2024-04-21,P026,Product_26,Clothing,W2,38,57,66.03,41
2024-04-21,P027,Product_27,Electronics,W1,23,85,258.69,29
2024-04-21,P028,Product_28,Clothing,W2,51,41,137.87,45
2024-04-21,P029,Product_29,Clothing,W3,63,31,140.88,58
2024-04-21,P030,Product_30,Electronics,W3,46,61,891.05,43
2024-04-21,P031,Product_31,Groceries,W1,36,55,69.04,33
2024-04-21,P032,Product_32,Groceries,W2,36,61,64.61,40
2024-04-21,P033,Product_33,Groceries,W3,49,58,43.48,54
2024-04-21,P034,Product_34,Groceries,W1,67,30,98.87,59
2024-04-21,P035,Product_35,Electronics,W1,56,48,724.12,59
2024-04-21,P036,Product_36,Stationery,W1,27,79,115.73,34
2024-04-21,P037,Product_37,Clothing,W3,47,60,299.53,49
2024-04-21,P038,Product_38,Clothing,W1,54,48,272.46,53
2024-04-21,P039,Product_39,Clothing,W1,20,85,120.9,25
2024-04-21,P040,Product_40,Clothing,W1,48,56,88.94,44
2024-04-21,P041,Product_41,Clothing,W3,19,82,142.79,22
2024-04-21,P042,Product_42,Groceries,W3,20,77,38.35,23
2024-04-21,P043,Product_43,Groceries,W3,48,54,48.15,59
2024-04-21,P044,Product_44,Groceries,W2,14,94,92.7,24
2024-04-21,P045,Product_45,Electronics,W1,36,59,540.73,46
2024-04-21,P046,Product_46,Electronics,W2,26,77,297.89,31
2024-04-21,P047,Product_47,Clothing,W2,43,65,205.25,41
2024-04-21,P048,Product_48,Groceries,W1,39,68,86.99,30
2024-04-21,P049,Product_49,Stationery,W3,32,66,140.28,38
2024-04-21,P050,Product_50,Clothing,W2,8,83,45.16,20
2024-04-22,P001,Product_1,Stationery,W3,6,98,65.41,12
2024-04-22,P002,Product_2,Stationery,W3,3,105,10.03,11
2024-04-22,P003,Product_3,Electronics,W2,22,76,829.45,18
2024-04-22,P004,Product_4,Clothing,W1,18,74,91.03,18
2024-04-22,P005,Product_5,Stationery,W3,32,77,59.04,22
2024-04-22,P006,Product_6,Clothing,W2,6,93,44.8,13
2024-04-22,P007,Product_7,Clothing,W2,35,62,85.17,32
2024-04-22,P008,Product_8,Stationery,W1,16,81,53.07,26
2024-04-22,P009,Product_9,Stationery,W3,36,71,20.17,34
2024-04-22,P010,Product_10,Electronics,W3,16,74,725.55,14
2024-04-22,P011,Product_11,Clothing,W3,19,77,220.31,19
2024-04-22,P012,Product_12,Electronics,W3,33,70,608.51,37
2024-04-22,P013,Product_13,Stationery,W3,34,59,18.28,33
2024-04-22,P014,Product_14,Clothing,W1,49,41,71.31,36
2024-04-22,P015,Product_15,Stationery,W2,35,71,23.47,20
2024-04-22,P016,Product_16,Groceries,W3,32,74,99.46,29
2024-04-22,P017,Product_17,Clothing,W1,23,83,289.21,28
2024-04-22,P018,Product_18,Clothing,W3,35,66,288.21,30
2024-04-22,P019,Product_19,Electronics,W1,31,63,966.34,36
2024-04-22,P020,Product_20,Electronics,W2,39,55,210.72,34
2024-04-22,P021,Product_21,Clothing,W1,35,57,56.76,30
2024-04-22,P022,Product_22,Stationery,W3,10,82,84.02,10
2024-04-22,P023,Product_23,Groceries,W1,39,59,67.42,24
2024-04-22,P024,Product_24,Electronics,W2,25,70,910.21,29
2024-04-22,P025,Product_25,Electronics,W1,31,72,295.4,37
2024-04-22,P026,Product_26,Electronics,W2,26,82,469.52,29
2024-04-22,P027,Product_27,Clothing,W3,37,71,186.85,39
2024-04-22,P028,Product_28,Groceries,W2,44,55,33.41,33
2024-04-22,P029,Product_29,Groceries,W1,30,71,10.21,30
2024-04-22,P030,Product_30,Electronics,W3,21,82,607.97,20
2024-04-22,P031,Product_31,Stationery,W1,41,60,42.06,37
2024-04-22,P032,Product_32,Stationery,W2,26,74,80.47,28
2024-04-22,P033,Product_33,Groceries,W2,27,63,17.29,23
2024-04-22,P034,Product_34,Clothing,W2,0,90,118.03,12
2024-04-22,P035,Product_35,Groceries,W3,16,80,16.43,15
2024-04-22,P036,Product_36,Electronics,W1,33,59,836.22,36
2024-04-22,P037,Product_37,Stationery,W3,15,93,140.85,11
2024-04-22,P038,Product_38,Clothing,W1,32,58,174.12,30
2024-04-22,P039,Product_39,Stationery,W3,24,77,48.46,26
2024-04-22,P040,Product_40,Groceries,W1,13,95,24.76,21
2024-04-22,P041,Product_41,Groceries,W3,42,64,54.61,32
2024-04-22,P042,Product_42,Stationery,W2,30,67,61.74,32
2024-04-22,P043,Product_43,Electronics,W1,18,73,384.54,15
2024-04-22,P044,Product_44,Stationery,W1,23,67,18.67,19
2024-04-22,P045,Product_45,Stationery,W3,39,68,109.71,34
2024-04-22,P046,Product_46,Groceries,W1,44,63,36.12,35
2024-04-22,P047,Product_47,Electronics,W1,27,73,875.79,27
2024-04-22,P048,Product_48,Stationery,W2,42,50,140.55,38
2024-04-22,P049,Product_49,Clothing,W3,16,92,165.72,16
2024-04-22,P050,Product_50,Clothing,W3,22,81,158.56,28
2024-04-23,P001,Product_1,Clothing,W2,12,88,59.32,15
2024-04-23,P002,Product_2,Groceries,W1,14,94,68.08,14
2024-04-23,P003,Product_3,Groceries,W3,1,98,88.26,10
2024-04-23,P004,Product_4,Stationery,W3,4,94,101.77,11
2024-04-23,P005,Product_5,Clothing,W3,16,78,45.06,11
2024-04-23,P006,Product_6,Clothing,W3,21,84,109.74,17
2024-04-23,P007,Product_7,Groceries,W1,25,83,17.39,20
2024-04-23,P008,Product_8,Electronics,W1,9,81,880.43,19
2024-04-23,P009,Product_9,Stationery,W2,16,88,14.19,22
2024-04-23,P010,Product_10,Clothing,W1,33,61,89.11,39
2024-04-23,P011,Product_11,Groceries,W1,49,60,62.78,39
2024-04-23,P012,Product_12,Electronics,W3,21,78,313.37,19
2024-04-23,P013,Product_13,Stationery,W3,23,79,77.77,15
2024-04-23,P014,Product_14,Groceries,W3,32,60,62.99,31
2024-04-23,P015,Product_15,Groceries,W3,27,75,69.13,18
2024-04-23,P016,Product_16,Stationery,W2,17,88,97.38,24
2024-04-23,P017,Product_17,Stationery,W2,22,74,64.97,10
2024-04-23,P018,Product_18,Clothing,W2,1,90,41.94,15
2024-04-23,P019,Product_19,Stationery,W1,23,68,22.5,21
2024-04-23,P020,Product_20,Stationery,W1,29,61,106.66,32
2024-04-23,P021,Product_21,Electronics,W1,1,92,841.55,10
2024-04-23,P022,Product_22,Electronics,W2,5,104,650.9,13
2024-04-23,P023,Product_23,Stationery,W2,43,61,48.32,37
2024-04-23,P024,Product_24,Clothing,W3,29,66,99.38,27
2024-04-23,P025,Product_25,Stationery,W1,28,76,147.14,28
2024-04-23,P026,Product_26,Clothing,W3,12,90,215.35,19
2024-04-23,P027,Product_27,Clothing,W3,9,99,163.84,18
2024-04-23,P028,Product_28,Clothing,W2,37,68,209.21,36
2024-04-23,P029,Product_29,Electronics,W2,9,94,685.93,10
2024-04-23,P030,Product_30,Clothing,W3,42,54,207.74,36
2024-04-23,P031,Product_31,Groceries,W2,6,90,45.99,19
2024-04-23,P032,Product_32,Electronics,W1,23,67,901.09,17
2024-04-23,P033,Product_33,Stationery,W2,17,88,138.54,24
2024-04-23,P034,Product_34,Clothing,W3,20,78,135.91,10
2024-04-23,P035,Product_35,Stationery,W1,19,76,28.64,26
2024-04-23,P036,Product_36,Clothing,W3,28,78,158.47,33
2024-04-23,P037,Product_37,Stationery,W3,48,45,26.94,38
2024-04-23,P038,Product_38,Stationery,W3,24,80,117.81,23
2024-04-23,P039,Product_39,Groceries,W2,31,59,52.31,34
2024-04-23,P040,Product_40,Clothing,W2,37,69,83.73,34
2024-04-23,P041,Product_41,Clothing,W3,27,68,285.91,30
2024-04-23,P042,Product_42,Groceries,W2,32,74,62.59,32
2024-04-23,P043,Product_43,Electronics,W2,19,87,777.24,16
2024-04-23,P044,Product_44,Clothing,W3,15,88,246.3,17
2024-04-23,P045,Product_45,Stationery,W3,22,68,29.2,27
2024-04-23,P046,Product_46,Clothing,W2,26,74,191.35,17
2024-04-23,P047,Product_47,Electronics,W1,33,76,734.8,33
2024-04-23,P048,Product_48,Stationery,W2,1,108,52.29,16
2024-04-23,P049,Product_49,Clothing,W1,38,56,140.72,39
2024-04-23,P050,Product_50,Groceries,W1,23,68,63.41,17
2024-04-24,P001,Product_1,Electronics,W1,12,92,588.0,17
2024-04-24,P002,Product_2,Stationery,W1,20,81,27.03,24
2024-04-24,P003,Product_3,Clothing,W2,19,89,236.68,35
2024-04-24,P004,Product_4,Electronics,W2,26,76,226.41,22
2024-04-24,P005,Product_5,Groceries,W3,14,88,97.4,19
2024-04-24,P006,Product_6,Groceries,W1,3,91,7.29,11
2024-04-24,P007,Product_7,Electronics,W1,21,82,214.12,26
2024-04-24,P008,Product_8,Stationery,W1,5,101,80.42,10
2024-04-24,P009,Product_9,Clothing,W2,48,58,148.06,34
2024-04-24,P010,Product_10,Stationery,W1,17,89,98.51,27
2024-04-24,P011,Product_11,Electronics,W2,5,91,960.63,15
2024-04-24,P012,Product_12,Electronics,W2,20,76,658.74,22
2024-04-24,P013,Product_13,Clothing,W1,42,56,111.63,24
2024-04-24,P014,Product_14,Stationery,W3,30,68,77.08,36
2024-04-24,P015,Product_15,Electronics,W3,17,73,302.44,29
2024-04-24,P016,Product_16,Groceries,W1,33,59,66.69,35
2024-04-24,P017,Product_17,Stationery,W3,37,54,82.4,36
2024-04-24,P018,Product_18,Groceries,W2,41,57,26.42,33
2024-04-24,P019,Product_19,Clothing,W2,34,70,172.48,29
2024-04-24,P020,Product_20,Groceries,W1,10,88,77.41,19
2024-04-24,P021,Product_21,Electronics,W3,23,80,416.57,17
2024-04-24,P022,Product_22,Electronics,W3,40,61,451.16,37
2024-04-24,P023,Product_23,Stationery,W3,39,64,85.88,29
2024-04-24,P024,Product_24,Clothing,W3,33,57,156.63,29
2024-04-24,P025,Product_25,Groceries,W2,20,78,31.77,31
2024-04-24,P026,Product_26,Electronics,W1,6,87,617.64,16
2024-04-24,P027,Product_27,Groceries,W1,15,87,86.43,17
2024-04-24,P028,Product_28,Clothing,W3,20,80,63.78,23
2024-04-24,P029,Product_29,Groceries,W1,19,78,15.74,14
2024-04-24,P030,Product_30,Stationery,W1,33,62,80.33,33
2024-04-24,P031,Product_31,Stationery,W2,40,56,125.85,31
2024-04-24,P032,Product_32,Groceries,W3,38,59,98.26,27
2024-04-24,P033,Product_33,Stationery,W3,25,73,131.59,18
2024-04-24,P034,Product_34,Clothing,W1,22,84,200.72,17
2024-04-24,P035,Product_35,Clothing,W3,34,56,102.23,26
2024-04-24,P036,Product_36,Clothing,W3,13,85,227.44,16
